 Time  bebop1_x  bebop1_y  bebop1_vx  bebop1_vy  bebop1_yaw  bebop2_x  bebop2_y  bebop2_vx  bebop2_vy  bebop2_yaw  bebop3_x  bebop3_y  bebop3_vx  bebop3_vy  bebop3_yaw  bebop4_x  bebop4_y  bebop4_vx  bebop4_vy  bebop4_yaw  target_x  target_y  target_vx  target_vy  target_yaw 
0.499988  0.874154  -1.53805  0.0273647  -0.0142163  2.22641  -0.386104  -1.08306  0.0210803  0.0013851  0.475565  0.715954  0.0262579  -0.0568628  -0.00783229  -1.91089  1.3715  -0.655585  0.00795984  0.025579  -2.9638  0.520103  -0.713922  7.99208e-07  2.70944e-05  1.54131  
0.549981  0.875652  -1.54039  0.0255383  -0.0152333  2.22439  -0.384648  -1.08173  0.0209647  0.00210675  0.480448  0.709846  0.0253577  -0.0574065  -0.00787438  -1.90229  1.36961  -0.653852  0.0037284  0.0224254  -2.96005  0.520091  -0.713937  3.79571e-07  1.28671e-05  1.54131  
0.599934  0.87819  -1.54433  0.0308635  -0.0252665  2.22328  -0.382273  -1.07887  0.0260915  0.0109564  0.48971  0.698692  0.0235355  -0.0859136  -0.0128395  -1.88348  1.36645  -0.650994  -0.00555594  0.0288692  -2.95788  0.520107  -0.71389  1.51366e-06  5.13078e-05  1.5413  
0.649936  0.880297  -1.54789  0.0304354  -0.027699  2.22164  -0.380877  -1.07706  0.0250512  0.0115882  0.493228  0.689198  0.022155  -0.0889806  -0.0128449  -1.86879  1.36464  -0.648483  -0.00564469  0.0325109  -2.94902  0.520087  -0.713871  1.9132e-06  6.471e-05  1.54124  
0.699943  0.882459  -1.55134  0.03349  -0.0334489  2.22099  -0.379493  -1.07463  0.0241693  0.0149187  0.501457  0.680473  0.0209351  -0.100817  -0.0142884  -1.85833  1.36157  -0.6459  -0.0121848  0.0322092  -2.94745  0.52012  -0.713864  2.02679e-06  6.86776e-05  1.54129  
0.749983  0.884754  -1.55467  0.0332525  -0.0336738  2.22148  -0.378418  -1.07233  0.0235556  0.0171313  0.506723  0.671117  0.0195654  -0.104054  -0.0150492  -1.84579  1.35904  -0.643812  -0.0140472  0.0315393  -2.94131  0.520099  -0.713828  2.7768e-06  9.39098e-05  1.54124  
0.799945  0.888035  -1.55997  0.0364653  -0.0415676  2.21894  -0.376456  -1.06904  0.0262849  0.0218175  0.512477  0.657054  0.0174309  -0.122526  -0.0180735  -1.83141  1.35586  -0.639273  -0.0180626  0.0400979  -2.93799  0.52013  -0.713694  5.91049e-06  0.000201762  1.54151  
0.849938  0.891565  -1.56511  0.0410211  -0.0480759  2.2188  -0.375037  -1.06559  0.0255458  0.0270454  0.522494  0.641668  0.0152383  -0.145575  -0.0209292  -1.81548  1.35158  -0.634472  -0.0272812  0.0466876  -2.93149  0.520108  -0.71349  1.04465e-05  0.00036025  1.54181  
0.899986  0.894661  -1.56889  0.044077  -0.0499559  2.21738  -0.374212  -1.0627  0.023965  0.0303857  0.523022  0.629999  0.0136225  -0.151967  -0.0216121  -1.80669  1.34857  -0.631008  -0.0290533  0.0470875  -2.92923  0.520069  -0.713206  1.64567e-05  0.000574675  1.54217  
0.949978  0.898258  -1.57343  0.0429929  -0.0498345  2.21968  -0.373154  -1.05977  0.023407  0.029066  0.529275  0.615173  0.0114921  -0.154396  -0.022256  -1.79315  1.34528  -0.626569  -0.0286988  0.0479459  -2.92801  0.520084  -0.712645  2.82152e-05  0.00100836  1.54282  
0.999974  0.902908  -1.57876  0.0517021  -0.0594107  2.21941  -0.371961  -1.05582  0.0246619  0.0376338  0.535729  0.596903  0.00902675  -0.188718  -0.0265364  -1.77807  1.34053  -0.621971  -0.0398184  0.0549354  -2.92558  0.520049  -0.712004  4.07795e-05  0.00149153  1.54346  
1.04995  0.906147  -1.5826  0.0518026  -0.0602584  2.22007  -0.3712  -1.05291  0.0232415  0.0390995  0.540466  0.583111  0.00722137  -0.195628  -0.0271018  -1.76677  1.3372  -0.617763  -0.0413003  0.0599423  -2.9163  0.519988  -0.71117  5.62833e-05  0.0021057  1.54407  
1.1  0.910176  -1.58758  0.0543592  -0.0639737  2.22247  -0.37017  -1.04927  0.0232105  0.0418847  0.541373  0.565798  0.00515258  -0.207991  -0.0278477  -1.75498  1.33387  -0.611299  -0.0411869  0.0680515  -2.91035  0.519889  -0.709982  7.71225e-05  0.00297042  1.54484  
1.14994  0.915003  -1.59275  0.0593524  -0.0672271  2.22477  -0.369414  -1.04576  0.0219095  0.0435184  0.549554  0.547909  0.00305679  -0.220433  -0.0290765  -1.74065  1.33042  -0.604098  -0.0439263  0.0748013  -2.90149  0.519762  -0.708354  0.000104194  0.0041569  1.54574  
1.2  0.918702  -1.59729  0.0585037  -0.0686626  2.22343  -0.368777  -1.04278  0.021194  0.0445138  0.551598  0.532613  0.00138717  -0.224778  -0.0289048  -1.73013  1.32675  -0.599076  -0.0481384  0.0719607  -2.90328  0.519552  -0.706454  0.000134498  0.00551953  1.54643  
1.25001  0.924432  -1.6042  0.0674731  -0.0793534  2.22299  -0.367678  -1.03858  0.0222616  0.0504223  0.551147  0.510496  -0.000506967  -0.257266  -0.0300798  -1.7167  1.32116  -0.591312  -0.0570615  0.085679  -2.89668  0.519248  -0.704306  0.000166726  0.00702713  1.54707  
1.29998  0.92936  -1.61051  0.0644608  -0.0770093  2.22003  -0.367001  -1.03536  0.0199837  0.0468855  0.556268  0.490866  -0.00210396  -0.247913  -0.0285363  -1.70286  1.31664  -0.584233  -0.0531962  0.0838216  -2.89178  0.518833  -0.701743  0.000197304  0.00880407  1.54839  
1.35  0.935156  -1.61696  0.0732754  -0.0843763  2.21996  -0.366107  -1.0322  0.0206714  0.0498043  0.559514  0.470749  -0.00327603  -0.271169  -0.0280441  -1.68856  1.31228  -0.577311  -0.0580464  0.0911677  -2.88494  0.518486  -0.698947  0.00022808  0.010747  1.54958  
1.39995  0.941551  -1.62305  0.0846803  -0.0923325  2.21793  -0.365476  -1.02911  0.0199655  0.0537251  0.559927  0.450268  -0.004137  -0.302258  -0.0274022  -1.67435  1.30726  -0.569455  -0.0682567  0.105606  -2.87852  0.518164  -0.69598  0.000258022  0.0127713  1.5506  
1.44998  0.949  -1.62915  0.0871642  -0.0905022  2.21968  -0.365048  -1.02641  0.0182535  0.0507232  0.563209  0.429543  -0.00468553  -0.296957  -0.0249626  -1.65965  1.30237  -0.562092  -0.0664856  0.102118  -2.87109  0.517603  -0.692861  0.00028194  0.0147535  1.55169  
1.49999  0.956538  -1.63489  0.0925122  -0.0921567  2.22012  -0.364431  -1.02378  0.0182802  0.0509027  0.561348  0.408551  -0.00490576  -0.308822  -0.0226825  -1.64481  1.29825  -0.554993  -0.0659465  0.105391  -2.86685  0.517093  -0.689694  0.000300857  0.0167183  1.5528  
1.54999  0.963009  -1.6395  0.0932162  -0.0901456  2.22323  -0.364158  -1.02185  0.0165189  0.0486935  0.562472  0.390802  -0.00480399  -0.306306  -0.0202142  -1.63213  1.29465  -0.54921  -0.0660628  0.103817  -2.86669  0.516494  -0.686492  0.000316318  0.0186263  1.55382  
1.59997  0.972721  -1.64627  0.110113  -0.0999636  2.22297  -0.364  -1.01945  0.0152328  0.0503749  0.566979  0.365646  -0.00399845  -0.342924  -0.0158483  -1.61164  1.28978  -0.542056  -0.07271  0.111844  -2.863  0.515848  -0.682964  0.000336522  0.0207265  1.55456  
1.64999  0.981388  -1.65142  0.111594  -0.0953216  2.22118  -0.363866  -1.01753  0.0141969  0.0479019  0.569415  0.343764  -0.00262487  -0.339369  -0.0111946  -1.59496  1.28651  -0.53517  -0.0674823  0.112496  -2.85516  0.515203  -0.679317  0.000348999  0.0228526  1.55553  
1.69997  0.990401  -1.65596  0.117151  -0.0935068  2.22041  -0.363625  -1.01586  0.0137999  0.0461542  0.566852  0.32193  -0.000977545  -0.346002  -0.00746048  -1.57677  1.28417  -0.528991  -0.0636712  0.111118  -2.84816  0.514496  -0.675647  0.000355713  0.0248957  1.55651  
1.74997  0.999478  -1.66035  0.116747  -0.0904548  2.22422  -0.363747  -1.01444  0.0115403  0.0433729  0.569166  0.299868  0.00115909  -0.340519  -0.00381569  -1.56089  1.28296  -0.523956  -0.0580352  0.104669  -2.84076  0.513497  -0.671703  0.000350143  0.0269406  1.5578  
1.79999  1.00872  -1.6645  0.128738  -0.0927197  2.22378  -0.363768  -1.01324  0.010872  0.042439  0.569631  0.277924  0.00413351  -0.363093  0.0044449  -1.54398  1.28211  -0.516748  -0.055816  0.117389  -2.83666  0.512847  -0.668037  0.000341456  0.0288784  1.55897  
1.84994  1.02006  -1.66881  0.139704  -0.0914768  2.22586  -0.363951  -1.01191  0.00935565  0.0412397  0.572167  0.252665  0.00795197  -0.377693  0.0114965  -1.52334  1.28084  -0.508967  -0.0540145  0.119859  -2.8231  0.512085  -0.664241  0.000335355  0.0308004  1.55991  
1.89999  1.0294  -1.67244  0.138369  -0.0883397  2.23005  -0.363987  -1.011  0.00896983  0.0383185  0.572609  0.230775  0.0119095  -0.374271  0.0169887  -1.50456  1.28116  -0.50223  -0.045025  0.117933  -2.81649  0.511402  -0.66053  0.000322571  0.0325966  1.5609  
1.94994  1.03761  -1.67485  0.137471  -0.0822272  2.22942  -0.363979  -1.01045  0.00818003  0.0352863  0.573109  0.212849  0.0157172  -0.362644  0.0210167  -1.48727  1.28145  -0.496859  -0.041426  0.113429  -2.81423  0.510713  -0.656906  0.000302835  0.0342249  1.56195  
1.99994  1.04775  -1.67809  0.158646  -0.0868486  2.22441  -0.364145  -1.01009  0.00665783  0.0332368  0.571156  0.191638  0.0204753  -0.399773  0.0341709  -1.46757  1.28194  -0.490424  -0.0368515  0.125332  -2.81196  0.510438  -0.653551  0.00027833  0.0357885  1.56302  
2.04994  1.05851  -1.68089  0.158267  -0.081106  2.22544  -0.364799  -1.00981  0.00399234  0.0307236  0.566615  0.171035  0.0259554  -0.386038  0.0388544  -1.44769  1.28232  -0.482579  -0.0339252  0.126943  -2.80774  0.509724  -0.649805  0.000253566  0.0373665  1.56401  
2.09994  1.06971  -1.68334  0.163651  -0.0775587  2.22473  -0.364988  -1.01004  0.00480289  0.026594  0.566795  0.15111  0.0316606  -0.384683  0.0451519  -1.42654  1.28233  -0.474674  -0.0313866  0.128519  -2.80479  0.509041  -0.64599  0.000226949  0.0389416  1.56497  
2.14999  1.08072  -1.68576  0.167127  -0.0750981  2.22672  -0.364972  -1.01062  0.00478921  0.022887  0.570042  0.131664  0.03798  -0.383688  0.0528822  -1.40319  1.28147  -0.465931  -0.0321234  0.133468  -2.80111  0.508365  -0.642105  0.000185848  0.0404969  1.56621  
2.19998  1.09215  -1.68784  0.175679  -0.0725304  2.23031  -0.36525  -1.01141  0.00292787  0.019489  0.572314  0.112474  0.0447683  -0.388141  0.0615569  -1.37778  1.28062  -0.456504  -0.0302792  0.140876  -2.79743  0.507763  -0.638297  0.000115428  0.041961  1.56805  
2.24993  1.10399  -1.68997  0.179973  -0.0697092  2.23436  -0.365593  -1.01252  0.00193989  0.0155425  0.575415  0.0940343  0.0520374  -0.381749  0.0685606  -1.35384  1.27968  -0.446995  -0.0293126  0.143757  -2.79533  0.507038  -0.634604  3.07957e-05  0.0432528  1.57008  
2.29998  1.11605  -1.69166  0.186077  -0.0658085  2.23833  -0.365281  -1.01418  0.00415355  0.0101599  0.57358  0.0767793  0.0599633  -0.377478  0.0777041  -1.33194  1.2783  -0.436952  -0.0301995  0.150005  -2.79024  0.506415  -0.631027  -6.76035e-05  0.0444352  1.57232  
2.34998  1.12634  -1.69311  0.182715  -0.0623932  2.24172  -0.364807  -1.01589  0.00464826  0.00683194  0.579453  0.0632801  0.0669661  -0.359935  0.0800103  -1.31017  1.27698  -0.42775  -0.0296413  0.150222  -2.78795  0.505773  -0.627499  -0.000169185  0.0455035  1.57451  
2.39994  1.12634  -1.69311  0.182715  -0.0623932  2.24172  -0.364807  -1.01589  0.00464826  0.00683194  0.579453  0.0632801  0.0669661  -0.359935  0.0800103  -1.31017  1.27698  -0.42775  -0.0296413  0.150222  -2.78795  0.505773  -0.627499  -0.000169185  0.0455035  1.57451  
2.44996  1.15188  -1.69598  0.196146  -0.0598485  2.25104  -0.361659  -1.02251  0.00905376  -0.00287814  0.579722  0.028502  0.0863996  -0.371266  0.0965728  -1.25991  1.27262  -0.40075  -0.0326429  0.171205  -2.77754  0.502208  -0.621018  -0.000321694  0.0473057  1.5776  
2.49996  1.1632  -1.69703  0.193595  -0.0557233  2.2562  -0.359802  -1.02631  0.0112668  -0.00901742  0.580719  0.0131564  0.0958443  -0.358514  0.101761  -1.23705  1.27063  -0.387325  -0.0321642  0.175794  -2.76944  0.502017  -0.616859  -0.000430655  0.0488676  1.57961  
2.54993  1.17519  -1.69741  0.199338  -0.0502544  2.25828  -0.357775  -1.03064  0.013882  -0.0162261  0.582881  -0.00154043  0.105917  -0.351857  0.111249  -1.21646  1.26845  -0.373306  -0.0335886  0.185189  -2.76414  0.501744  -0.612879  -0.000534299  0.0501947  1.58144  
2.59998  1.18671  -1.69746  0.193339  -0.0457907  2.26224  -0.354989  -1.03565  0.0172008  -0.0211942  0.583918  -0.0160795  0.11606  -0.337545  0.112264  -1.19519  1.26636  -0.358552  -0.0326985  0.186447  -2.76007  0.500791  -0.6087  -0.000637222  0.0512583  1.58323  
2.64994  1.19848  -1.69697  0.213871  -0.0399733  2.26471  -0.352252  -1.0411  0.0236306  -0.0364888  0.587529  -0.03061  0.126739  -0.354639  0.136404  -1.17144  1.26426  -0.343042  -0.0364494  0.219232  -2.75582  0.50108  -0.605356  -0.000720511  0.0522864  1.58458  
2.7  1.21015  -1.69598  0.207202  -0.034318  2.27022  -0.349438  -1.04681  0.0245466  -0.0395829  0.587877  -0.0451502  0.137231  -0.339222  0.134699  -1.14603  1.26207  -0.327233  -0.0358238  0.217118  -2.74874  0.50068  -0.601681  -0.000823127  0.0531829  1.58627  
2.74999  1.22233  -1.69429  0.203436  -0.0284371  2.27008  -0.345749  -1.05319  0.0281985  -0.044075  0.587949  -0.0593795  0.146917  -0.324228  0.131308  -1.12189  1.26009  -0.311481  -0.0343199  0.214299  -2.74206  0.499549  -0.597558  -0.000959597  0.0539895  1.58857  
2.79997  1.23184  -1.69291  0.21101  -0.0227915  2.27497  -0.342943  -1.05919  0.0326884  -0.0581127  0.590685  -0.0712797  0.154375  -0.330454  0.140119  -1.10283  1.25843  -0.298177  -0.0361308  0.233674  -2.73623  0.499876  -0.59444  -0.00107934  0.0547538  1.59051  
2.84992  1.24524  -1.69035  0.22044  -0.0149529  2.2767  -0.338649  -1.06816  0.0389032  -0.0713677  0.592203  -0.0882101  0.165643  -0.337088  0.153349  -1.07905  1.25631  -0.27968  -0.0369691  0.250533  -2.72801  0.49938  -0.590618  -0.00122491  0.0556286  1.59281  
2.89995  1.25675  -1.68773  0.215457  -0.00936323  2.28227  -0.334102  -1.07619  0.0434338  -0.0754214  0.593354  -0.102647  0.174838  -0.325164  0.149452  -1.05883  1.25448  -0.26346  -0.036134  0.249241  -2.723  0.49895  -0.586748  -0.00136276  0.0565542  1.59489  
2.94998  1.26811  -1.6845  0.214622  -0.00245866  2.28503  -0.329726  -1.08489  0.0458162  -0.0839405  0.598336  -0.116443  0.183434  -0.31752  0.148575  -1.04035  1.25297  -0.24728  -0.034629  0.253125  -2.71337  0.498337  -0.582844  -0.0014939  0.0573934  1.59682  
2.99998  1.27948  -1.68074  0.20989  0.00253396  2.29054  -0.325509  -1.09393  0.0461116  -0.0876465  0.606874  -0.130398  0.19146  -0.308182  0.144831  -1.02396  1.25164  -0.231326  -0.0331763  0.250153  -2.70443  0.497054  -0.578626  -0.00163258  0.0580531  1.59891  
3.04993  1.29091  -1.67661  0.218403  0.0118821  2.29141  -0.32146  -1.1037  0.0513151  -0.103383  0.612502  -0.144139  0.198884  -0.313307  0.149346  -1.00862  1.25043  -0.215338  -0.0330991  0.265461  -2.69559  0.496712  -0.575041  -0.00175036  0.0586616  1.60063  
3.09998  1.30162  -1.67224  0.224599  0.0221193  2.29454  -0.316777  -1.11402  0.0604309  -0.121014  0.612398  -0.157434  0.205883  -0.318509  0.153015  -0.992664  1.2495  -0.199237  -0.0319698  0.282928  -2.68637  0.497014  -0.571767  -0.00187015  0.0593731  1.60228  
3.14997  1.31216  -1.66745  0.215909  0.0260965  2.30015  -0.312019  -1.12516  0.0598525  -0.123956  0.62244  -0.170809  0.212045  -0.305325  0.143948  -0.977131  1.24862  -0.183172  -0.0301203  0.274944  -2.67797  0.496453  -0.567995  -0.00199518  0.0600455  1.60401  
3.19999  1.32215  -1.66228  0.214139  0.0333848  2.30443  -0.308326  -1.13626  0.0584658  -0.132026  0.628551  -0.18364  0.218013  -0.300913  0.142345  -0.959312  1.24786  -0.167136  -0.0287507  0.279507  -2.66802  0.495907  -0.564171  -0.0021238  0.0607475  1.60574  
3.24993  1.33206  -1.65691  0.21413  0.0401337  2.3075  -0.304593  -1.14749  0.0608928  -0.140851  0.636854  -0.19616  0.223418  -0.297519  0.139277  -0.944168  1.24718  -0.150992  -0.0275177  0.284915  -2.65961  0.495301  -0.560222  -0.00226871  0.0614933  1.60767  
3.29997  1.34179  -1.65068  0.212174  0.0489554  2.3128  -0.301286  -1.15873  0.0610073  -0.148023  0.642548  -0.207949  0.228306  -0.291043  0.135032  -0.931817  1.24659  -0.134846  -0.0260079  0.288303  -2.64884  0.494648  -0.556306  -0.00242842  0.0621694  1.60984  
3.34993  1.35089  -1.64452  0.208061  0.0545983  2.31961  -0.297831  -1.17037  0.0620135  -0.15604  0.658909  -0.219549  0.232737  -0.285838  0.130027  -0.917393  1.24606  -0.118646  -0.024617  0.291069  -2.63973  0.494059  -0.552453  -0.00258496  0.0628225  1.61192  
3.39997  1.36007  -1.63797  0.20053  0.0574136  2.32487  -0.293818  -1.1819  0.0619553  -0.154126  0.669979  -0.230851  0.236685  -0.273042  0.122606  -0.902386  1.2455  -0.102407  -0.0232472  0.283354  -2.6286  0.492605  -0.548119  -0.00276531  0.0633746  1.6144  
3.44997  1.369  -1.6311  0.202577  0.0675883  2.33039  -0.290057  -1.19329  0.0641417  -0.165111  0.679095  -0.241584  0.239757  -0.272234  0.117622  -0.890986  1.24485  -0.0863162  -0.0228598  0.293475  -2.61809  0.492107  -0.544229  -0.00295232  0.0639785  1.61691  
3.5  1.37741  -1.62425  0.206638  0.0799164  2.33402  -0.285862  -1.20465  0.070779  -0.181437  0.690051  -0.25172  0.242627  -0.275028  0.115382  -0.877428  1.24416  -0.0701043  -0.0228057  0.312267  -2.607  0.492427  -0.540772  -0.00314335  0.0646917  1.61935  
3.54999  1.38573  -1.61651  0.196561  0.0825724  2.33937  -0.281268  -1.21576  0.0699978  -0.175401  0.700043  -0.261028  0.244769  -0.258164  0.105627  -0.865915  1.24326  -0.0539564  -0.0222929  0.300074  -2.59432  0.491654  -0.536678  -0.00337451  0.0653953  1.62235  
3.6  1.39422  -1.60876  0.189538  0.0833497  2.34572  -0.276221  -1.22719  0.0701886  -0.1733  0.709067  -0.269887  0.246038  -0.2452  0.0964736  -0.853529  1.24239  -0.0376501  -0.0211203  0.292201  -2.58323  0.49001  -0.532153  -0.00361849  0.0659709  1.62559  
3.64994  1.40408  -1.59905  0.199061  0.102045  2.35317  -0.269528  -1.2404  0.0821522  -0.192588  0.720264  -0.2796  0.24715  -0.249506  0.0915318  -0.837178  1.2411  -0.018384  -0.0230627  0.317573  -2.5704  0.489437  -0.528115  -0.00387219  0.0666456  1.62883  
3.7  1.40408  -1.59905  0.199061  0.102045  2.35317  -0.269528  -1.2404  0.0821522  -0.192588  0.720264  -0.2796  0.24715  -0.249506  0.0915318  -0.837178  1.2411  -0.018384  -0.0230627  0.317573  -2.5704  0.489437  -0.528115  -0.00387219  0.0666456  1.62883  
3.74995  1.40977  -1.59336  0.174472  0.0856941  2.35974  -0.265277  -1.24807  0.0706682  -0.166266  0.723607  -0.285062  0.2472  -0.221052  0.0819447  -0.829018  1.24025  -0.00730505  -0.0202505  0.275846  -2.56395  0.486934  -0.52337  -0.00413162  0.0668195  1.63255  
3.79993  1.41252  -1.59037  0.161113  0.0807393  2.3621  -0.263066  -1.25181  0.0659945  -0.154038  0.726855  -0.287566  0.247159  -0.203157  0.0749766  -0.825988  1.23989  -0.00169086  -0.0185416  0.255913  -2.55873  0.485815  -0.519913  -0.00430309  0.0664391  1.63547  
3.84994  1.43529  -1.5646  0.220693  0.15622  2.39  -0.244521  -1.2823  0.119537  -0.238723  0.752368  -0.307272  0.243374  -0.249416  0.0563794  -0.79214  1.23525  0.0457391  -0.0320503  0.386036  -2.52745  0.484572  -0.514702  -0.00470443  0.0675551  1.64032  
3.89998  1.44233  -1.55658  0.179233  0.116992  2.38984  -0.238902  -1.29086  0.0901395  -0.184567  0.75988  -0.31282  0.241227  -0.206816  0.0523811  -0.783553  1.23366  0.059839  -0.025106  0.303462  -2.51772  0.484277  -0.510315  -0.00505409  0.0684324  1.64452  
3.94993  1.45242  -1.54498  0.187027  0.133846  2.39542  -0.23083  -1.30267  0.101278  -0.195554  0.772514  -0.319913  0.237245  -0.204214  0.0373433  -0.770017  1.2312  0.0793605  -0.0289559  0.321609  -2.50764  0.483852  -0.505933  -0.00538732  0.069241  1.64845  
3.99999  1.46061  -1.53452  0.182831  0.139963  2.40032  -0.223698  -1.31243  0.104276  -0.1941  0.780571  -0.325958  0.23302  -0.197196  0.0271118  -0.760572  1.22869  0.0961852  -0.0311179  0.32159  -2.495  0.483461  -0.502016  -0.00566069  0.06969  1.65185  
4.04998  1.46902  -1.52356  0.187297  0.152874  2.40909  -0.216614  -1.32208  0.111118  -0.200839  0.78827  -0.331784  0.227954  -0.194618  0.0145648  -0.748496  1.226  0.112926  -0.0341018  0.332938  -2.48272  0.482822  -0.498203  -0.00593794  0.0699859  1.65544  
4.10003  1.47746  -1.51135  0.175458  0.149473  2.41884  -0.209419  -1.33162  0.105369  -0.186832  0.799793  -0.33757  0.222342  -0.179877  0.00755221  -0.737461  1.22287  0.129142  -0.0342853  0.309988  -2.47669  0.481259  -0.493902  -0.00625314  0.0701876  1.65965  
4.14998  1.48528  -1.49907  0.177639  0.164129  2.42548  -0.202315  -1.34077  0.112773  -0.191978  0.810381  -0.342637  0.216107  -0.175372  -0.00753225  -0.725064  1.21953  0.145789  -0.0390224  0.32363  -2.46099  0.480804  -0.490011  -0.00653898  0.0705366  1.66324  
4.19998  1.48528  -1.49907  0.177639  0.164129  2.42548  -0.202315  -1.34077  0.112773  -0.191978  0.810381  -0.342637  0.216107  -0.175372  -0.00753225  -0.725064  1.21953  0.145789  -0.0390224  0.32363  -2.46099  0.480804  -0.490011  -0.00653898  0.0705366  1.66324  
4.24998  1.50087  -1.47256  0.179595  0.18071  2.43504  -0.187267  -1.3588  0.120413  -0.195141  0.835262  -0.351624  0.201905  -0.169554  -0.023491  -0.704878  1.21153  0.177702  -0.0456662  0.32925  -2.43735  0.476174  -0.483184  -0.00695166  0.0713594  1.66791  
4.3  1.50783  -1.45853  0.171605  0.185133  2.44157  -0.179311  -1.36769  0.12146  -0.190201  0.846968  -0.355407  0.194174  -0.158889  -0.0324449  -0.69489  1.20783  0.190638  -0.0490387  0.323664  -2.42986  0.477237  -0.479338  -0.00719414  0.0721116  1.67023  
4.34999  1.51467  -1.44376  0.164015  0.185883  2.4488  -0.171577  -1.37662  0.118192  -0.18305  0.857758  -0.358476  0.186235  -0.147133  -0.0380626  -0.684261  1.20203  0.208808  -0.0502963  0.309549  -2.41659  0.474812  -0.473709  -0.00751575  0.072824  1.67364  
4.39999  1.52061  -1.42908  0.167767  0.215234  2.45343  -0.16338  -1.38521  0.134802  -0.194234  0.871513  -0.361214  0.177717  -0.143626  -0.0621201  -0.67766  1.19682  0.223973  -0.0623809  0.331675  -2.40441  0.475608  -0.469618  -0.0077347  0.073679  1.67539  
4.44993  1.52656  -1.41381  0.160301  0.214309  2.45999  -0.154786  -1.39386  0.133256  -0.187057  0.883198  -0.363789  0.168591  -0.134112  -0.0676245  -0.669119  1.1912  0.239051  -0.0638955  0.319  -2.39368  0.475141  -0.464989  -0.00798884  0.0744604  1.67768  
