 Time  bebop1_x  bebop1_y  bebop1_vx  bebop1_vy  bebop1_yaw  bebop2_x  bebop2_y  bebop2_vx  bebop2_vy  bebop2_yaw  bebop3_x  bebop3_y  bebop3_vx  bebop3_vy  bebop3_yaw  bebop4_x  bebop4_y  bebop4_vx  bebop4_vy  bebop4_yaw  target_x  target_y  target_vx  target_vy  target_yaw 
3.94998  1.63754  -1.58062  0.20997  0.116573  2.34101  -0.0434161  -1.2701  0.100808  -0.204309  0.769079  0.0798252  0.283043  -0.280131  0.010913  -0.935669  1.69459  0.0675229  0.020749  0.320814  -2.58825  0.714186  -0.473266  -0.00680425  0.0559663  1.69178  
4.00002  1.6479  -1.56871  0.20672  0.125563  2.34268  -0.0353096  -1.28015  0.105474  -0.200171  0.775199  0.0647044  0.280849  -0.278277  0.00659721  -0.925527  1.68932  0.0859355  0.00994902  0.322625  -2.58215  0.713534  -0.470155  -0.0069466  0.0562417  1.69369  
4.04997  1.65855  -1.55617  0.208146  0.137109  2.35215  -0.0268507  -1.28996  0.111975  -0.2001  0.78476  0.0495936  0.278143  -0.280854  0.000622906  -0.917908  1.68317  0.10385  -0.00284309  0.324984  -2.57414  0.713  -0.467123  -0.00709759  0.0564456  1.69588  
4.1  1.66769  -1.54518  0.211007  0.1502  2.35501  -0.0202332  -1.29793  0.11523  -0.200231  0.791602  0.0369288  0.275615  -0.284788  -0.00535555  -0.910684  1.67753  0.118875  -0.0154091  0.33039  -2.56776  0.713245  -0.464551  -0.00722994  0.0566175  1.69781  
4.15003  1.6803  -1.52907  0.203926  0.152821  2.36807  -0.011067  -1.30816  0.113369  -0.190737  0.803522  0.0193978  0.271467  -0.275825  -0.0095154  -0.897737  1.66853  0.139516  -0.0237234  0.319839  -2.55962  0.710887  -0.460692  -0.0073943  0.0567935  1.70026  
4.20001  1.69087  -1.51516  0.217149  0.180541  2.36704  -0.00259857  -1.31642  0.130239  -0.19827  0.812299  0.00479175  0.267448  -0.294679  -0.0209946  -0.888904  1.6601  0.157197  -0.0472477  0.345245  -2.55441  0.711233  -0.457853  -0.00753712  0.0571368  1.70195  
4.25003  1.7019  -1.50055  0.212835  0.183442  2.38246  0.00581161  -1.32454  0.12834  -0.190886  0.821974  -0.00968398  0.262802  -0.286021  -0.0259163  -0.874982  1.65084  0.17463  -0.0555644  0.335124  -2.54555  0.710717  -0.454695  -0.00768408  0.0574459  1.70377  
4.29999  1.7019  -1.50055  0.212835  0.183442  2.38246  0.00581161  -1.32454  0.12834  -0.190886  0.821974  -0.00968398  0.262802  -0.286021  -0.0259163  -0.874982  1.65084  0.17463  -0.0555644  0.335124  -2.54555  0.710717  -0.454695  -0.00768408  0.0574459  1.70377  
4.34997  1.72188  -1.46955  0.209013  0.195496  2.38696  0.0234783  -1.33864  0.132798  -0.18425  0.847255  -0.0375645  0.252015  -0.284098  -0.0339583  -0.857704  1.63  0.208498  -0.0700367  0.333816  -2.52901  0.705621  -0.449006  -0.00797035  0.0579092  1.70757  
4.39996  1.7316  -1.45366  0.20756  0.206188  2.39551  0.0325941  -1.34533  0.137503  -0.179641  0.856393  -0.0508661  0.245891  -0.281463  -0.0426356  -0.844073  1.61856  0.224744  -0.0852248  0.331961  -2.52076  0.705638  -0.445568  -0.00817508  0.0583486  1.71  
4.45001  1.74124  -1.43729  0.207454  0.217932  2.40986  0.0420361  -1.35176  0.14314  -0.176039  0.871808  -0.0643871  0.239034  -0.282757  -0.0518357  -0.834975  1.60629  0.240658  -0.100154  0.332188  -2.51122  0.70547  -0.442256  -0.0083589  0.0586404  1.71239  
4.49997  1.75062  -1.42061  0.205133  0.227777  2.41635  0.0516105  -1.3581  0.146997  -0.171747  0.885846  -0.0770037  0.231858  -0.277785  -0.05983  -0.822788  1.59353  0.256406  -0.113696  0.330179  -2.50217  0.705326  -0.439053  -0.00854708  0.058866  1.71498  
4.55003  1.75945  -1.40389  0.201141  0.23635  2.41045  0.0618954  -1.36395  0.153249  -0.165751  0.897511  -0.0886537  0.224291  -0.271753  -0.0678737  -0.80799  1.58009  0.271382  -0.127574  0.325529  -2.49237  0.705041  -0.43586  -0.00874721  0.0590637  1.71783  
4.59998  1.7686  -1.38689  0.200892  0.245663  2.41897  0.0721365  -1.36993  0.157071  -0.162537  0.912028  -0.099996  0.21632  -0.268112  -0.0763158  -0.796361  1.56591  0.286234  -0.142098  0.323424  -2.48382  0.704677  -0.432705  -0.00892736  0.0592293  1.7204  
4.64997  1.77625  -1.37221  0.193493  0.244198  2.42681  0.0825809  -1.37541  0.161696  -0.157039  0.925826  -0.110969  0.208036  -0.263803  -0.084177  -0.784097  1.55107  0.300341  -0.155684  0.318351  -2.47305  0.704281  -0.429589  -0.00909042  0.0593485  1.72279  
4.70001  1.78533  -1.35433  0.205218  0.279587  2.43897  0.0914105  -1.37977  0.167857  -0.153164  0.941299  -0.119478  0.200686  -0.25869  -0.0942632  -0.772842  1.53838  0.312017  -0.171138  0.317768  -2.46705  0.70483  -0.426969  -0.00922742  0.0594438  1.7248  
4.74998  1.79563  -1.33354  0.194413  0.270323  2.44216  0.103467  -1.38512  0.168064  -0.145483  0.956939  -0.130745  0.189942  -0.249962  -0.100276  -0.756176  1.52013  0.328153  -0.180075  0.31073  -2.45413  0.703226  -0.423444  -0.00940442  0.059544  1.72744  
4.79997  1.80443  -1.31557  0.18856  0.268776  2.44477  0.113933  -1.38831  0.166359  -0.13443  0.971303  -0.140027  0.180589  -0.239535  -0.102667  -0.743825  1.50384  0.341341  -0.18486  0.29864  -2.43984  0.701842  -0.420012  -0.00956615  0.0595904  1.72997  
4.85002  1.8149  -1.29383  0.197923  0.298835  2.45702  0.12433  -1.3915  0.184721  -0.133978  0.986094  -0.148806  0.170901  -0.246245  -0.124668  -0.729806  1.48719  0.354164  -0.221477  0.313129  -2.42991  0.702419  -0.417247  -0.00972553  0.059779  1.73207  
4.89998  1.82224  -1.2782  0.186536  0.285977  2.47319  0.134976  -1.39372  0.172661  -0.120757  0.996076  -0.157053  0.160997  -0.226181  -0.117153  -0.717233  1.47011  0.36649  -0.208179  0.28895  -2.4218  0.700894  -0.413803  -0.00988955  0.0597829  1.73474  
4.95001  1.83033  -1.259  0.185819  0.301546  2.47133  0.145208  -1.39526  0.179234  -0.113073  1.00769  -0.16464  0.150591  -0.222718  -0.130558  -0.70363  1.45267  0.378738  -0.228485  0.291121  -2.40572  0.700376  -0.410781  -0.0100393  0.0598162  1.73708  
4.99998  1.83033  -1.259  0.185819  0.301546  2.47133  0.145208  -1.39526  0.179234  -0.113073  1.00769  -0.16464  0.150591  -0.222718  -0.130558  -0.70363  1.45267  0.378738  -0.228485  0.291121  -2.40572  0.700376  -0.410781  -0.0100393  0.0598162  1.73708  
5.05001  1.84659  -1.21993  0.187692  0.317349  2.49961  0.165385  -1.39634  0.18517  -0.102834  1.03045  -0.178235  0.129458  -0.216968  -0.141693  -0.674423  1.41692  0.401908  -0.247562  0.289547  -2.381  0.695996  -0.40565  -0.0103425  0.0600667  1.74131  
5.10001  1.85442  -1.20046  0.182893  0.31853  2.50604  0.175356  -1.39601  0.184212  -0.0928139  1.04034  -0.184405  0.118602  -0.207084  -0.146204  -0.659482  1.39857  0.412301  -0.254504  0.278103  -2.36959  0.69601  -0.402296  -0.0105419  0.0602978  1.74388  
5.15003  1.86259  -1.18051  0.17588  0.311294  2.5161  0.185289  -1.39573  0.177471  -0.0849657  1.05385  -0.190285  0.107551  -0.19423  -0.14403  -0.645105  1.38004  0.422619  -0.24976  0.264078  -2.35766  0.694916  -0.398609  -0.0107482  0.0604449  1.74678  
5.19998  1.87039  -1.16  0.1854  0.352163  2.52557  0.19573  -1.39521  0.197336  -0.0761651  1.06478  -0.195533  0.0963087  -0.194418  -0.168671  -0.630491  1.3613  0.432566  -0.289646  0.274259  -2.34676  0.695762  -0.395639  -0.0109334  0.0607185  1.74895  
5.25003  1.87798  -1.13942  0.177071  0.343095  2.53775  0.205556  -1.3948  0.188498  -0.0696818  1.07591  -0.200352  0.0851426  -0.182011  -0.165227  -0.616085  1.3425  0.442461  -0.28405  0.26107  -2.3286  0.695426  -0.392368  -0.0111196  0.0609058  1.75138  
5.29999  1.88551  -1.11866  0.174131  0.347478  2.53862  0.21522  -1.39444  0.187889  -0.0633033  1.09005  -0.204981  0.0738544  -0.173933  -0.169666  -0.601176  1.3236  0.451254  -0.290715  0.250439  -2.31808  0.694952  -0.389222  -0.0112875  0.0609679  1.75386  
5.35003  1.8928  -1.09735  0.171985  0.356925  2.54936  0.225444  -1.39396  0.191553  -0.056869  1.10259  -0.209413  0.0626367  -0.166827  -0.174845  -0.587533  1.30482  0.459871  -0.298682  0.244783  -2.3012  0.694524  -0.386202  -0.0114435  0.0609629  1.75635  
5.40002  1.89644  -1.08618  0.159691  0.335138  2.56936  0.230876  -1.39357  0.179976  -0.0512677  1.1019  -0.211522  0.0569505  -0.153878  -0.163823  -0.579012  1.29543  0.463894  -0.279189  0.226063  -2.29843  0.694995  -0.383761  -0.0115419  0.0608373  1.75829  
5.45  1.90673  -1.05447  0.165571  0.365908  2.57676  0.246166  -1.39196  0.192642  -0.0436845  1.12442  -0.217454  0.0398215  -0.152041  -0.182966  -0.557777  1.26754  0.475155  -0.308996  0.228152  -2.27807  0.692208  -0.379824  -0.0117485  0.0608272  1.76159  
5.5  1.91427  -1.02868  0.164933  0.385922  2.58849  0.257612  -1.39034  0.1969  -0.0364749  1.14533  -0.221578  0.0266337  -0.146099  -0.191869  -0.540537  1.2459  0.483366  -0.323459  0.223252  -2.25886  0.691822  -0.376552  -0.0119482  0.0610226  1.76415  
5.55  1.91427  -1.02868  0.164933  0.385922  2.58849  0.257612  -1.39034  0.1969  -0.0364749  1.14533  -0.221578  0.0266337  -0.146099  -0.191869  -0.540537  1.2459  0.483366  -0.323459  0.223252  -2.25886  0.691822  -0.376552  -0.0119482  0.0610226  1.76415  
5.59998  1.92529  -0.988388  0.154626  0.369866  2.61181  0.275426  -1.38712  0.188088  -0.031171  1.165  -0.227602  0.00643256  -0.1359  -0.183378  -0.51481  1.21261  0.494883  -0.309127  0.20765  -2.23547  0.686308  -0.371054  -0.0122746  0.0612546  1.76856  
5.64997  1.93078  -0.966117  0.156311  0.402316  2.62416  0.285243  -1.38497  0.200394  -0.021822  1.17457  -0.230445  -0.00459148  -0.131728  -0.199264  -0.500816  1.1946  0.500662  -0.333914  0.205828  -2.22039  0.687404  -0.367967  -0.0124439  0.0615329  1.77034  
5.69998  1.9358  -0.943493  0.148117  0.394197  2.6403  0.294636  -1.3825  0.192696  -0.0168561  1.18974  -0.232992  -0.015341  -0.123215  -0.19396  -0.488348  1.17673  0.506156  -0.325586  0.194649  -2.20542  0.687074  -0.364635  -0.012616  0.0616683  1.77259  
5.74998  1.94028  -0.921584  0.14263  0.397687  2.64928  0.303819  -1.37982  0.192217  -0.0105915  1.19814  -0.23509  -0.025929  -0.115744  -0.195859  -0.473651  1.15924  0.511217  -0.32814  0.186446  -2.18771  0.686737  -0.361376  -0.0128043  0.0617588  1.77523  
5.80002  1.94432  -0.899169  0.136679  0.403513  2.66404  0.313623  -1.37712  0.194304  -0.00517318  1.20949  -0.23709  -0.0364791  -0.109409  -0.197177  -0.459704  1.14221  0.516098  -0.328112  0.178624  -2.17303  0.686327  -0.35817  -0.0129939  0.0618443  1.77789  
5.84999  1.94804  -0.876686  0.13174  0.410095  2.67497  0.323378  -1.37457  0.195214  -0.000627577  1.22104  -0.238924  -0.0468413  -0.103406  -0.198983  -0.446705  1.1252  0.520717  -0.331712  0.171729  -2.15634  0.685786  -0.354992  -0.0131726  0.0619172  1.78042  
5.90002  1.9513  -0.854322  0.124702  0.409517  2.6932  0.33337  -1.37185  0.194414  0.00412177  1.22745  -0.240562  -0.0570814  -0.096833  -0.197691  -0.433871  1.10844  0.525699  -0.329108  0.166024  -2.13694  0.685139  -0.351773  -0.0133457  0.0619928  1.78284  
5.94998  1.9543  -0.832541  0.119326  0.412487  2.70426  0.343296  -1.36886  0.195455  0.00967319  1.23769  -0.241963  -0.0671738  -0.0907557  -0.198856  -0.418584  1.09164  0.5299  -0.331423  0.157568  -2.12646  0.68459  -0.34863  -0.0135205  0.0620413  1.78537  
6.00002  1.95606  -0.810417  0.10944  0.414317  2.70783  0.353745  -1.3661  0.197168  0.0124764  1.24772  -0.243194  -0.0770385  -0.0849439  -0.197522  -0.40315  1.07548  0.534973  -0.327912  0.15484  -2.11136  0.683837  -0.34546  -0.0137001  0.0620789  1.788  
6.04998  1.95782  -0.788388  0.104012  0.416775  2.72522  0.364261  -1.36312  0.198105  0.0169583  1.25883  -0.244383  -0.0869795  -0.0799015  -0.197989  -0.390449  1.05957  0.539203  -0.327096  0.146796  -2.0935  0.683025  -0.342335  -0.0138652  0.0620977  1.79047  
6.10002  1.95881  -0.766359  0.0955028  0.419821  2.73167  0.374865  -1.36002  0.200012  0.021206  1.27012  -0.245314  -0.0966479  -0.0742552  -0.197565  -0.376251  1.04381  0.543777  -0.327078  0.143607  -2.08132  0.682354  -0.33927  -0.0140132  0.0621083  1.79271  
6.15002  1.95924  -0.744219  0.0874183  0.422207  2.74655  0.385966  -1.357  0.202991  0.0242336  1.27957  -0.24617  -0.106161  -0.0694337  -0.19685  -0.362114  1.02801  0.5481  -0.326409  0.137991  -2.06641  0.681605  -0.33628  -0.0141383  0.0620582  1.7948  
6.20001  1.95983  -0.722062  0.0816015  0.422229  2.76754  0.397044  -1.35441  0.203561  0.0252593  1.28792  -0.246987  -0.115487  -0.064943  -0.194952  -0.34864  1.01219  0.552009  -0.324376  0.132145  -2.05455  0.680767  -0.333311  -0.0142656  0.0619627  1.79708  
6.25001  1.95912  -0.700186  0.0708912  0.423207  2.77562  0.408268  -1.35129  0.205463  0.0299139  1.29016  -0.247813  -0.124606  -0.0609849  -0.193647  -0.334451  0.996563  0.555879  -0.323001  0.12746  -2.03871  0.679894  -0.330262  -0.0144216  0.0619334  1.79958  
6.30003  1.95827  -0.678381  0.0636183  0.425912  2.78705  0.42013  -1.34884  0.210566  0.0300775  1.30339  -0.248434  -0.133574  -0.0564408  -0.192978  -0.320956  0.981202  0.560092  -0.322559  0.125349  -2.02539  0.679078  -0.327211  -0.014595  0.0619507  1.80217  
6.35002  1.95692  -0.656528  0.0553236  0.425687  2.80561  0.432052  -1.34638  0.211911  0.0316632  1.31192  -0.249122  -0.142346  -0.0530992  -0.190591  -0.306875  0.966086  0.563839  -0.319342  0.119479  -2.0095  0.678126  -0.32398  -0.0148049  0.0620705  1.80494  
6.39997  1.95502  -0.635579  0.0467942  0.422312  2.8175  0.443591  -1.34381  0.211993  0.0335438  1.31379  -0.249805  -0.150995  -0.0497949  -0.18867  -0.293099  0.951102  0.567437  -0.317269  0.115153  -1.99435  0.677152  -0.320622  -0.0150295  0.0622791  1.80759  
6.45003  1.95282  -0.615257  0.0383887  0.421625  2.81871  0.455176  -1.34126  0.214816  0.0353728  1.32434  -0.250338  -0.159387  -0.0462209  -0.187114  -0.278099  0.9366  0.57064  -0.314975  0.11042  -1.97834  0.676193  -0.317337  -0.0152305  0.0624699  1.80994  
6.49998  1.95064  -0.594161  0.0321834  0.42305  2.84261  0.46714  -1.33886  0.217471  0.0356884  1.33519  -0.250867  -0.167553  -0.0432148  -0.184363  -0.264805  0.922328  0.573402  -0.311709  0.105087  -1.96268  0.675137  -0.314105  -0.0154101  0.0625994  1.81217  
6.55029  1.94802  -0.57408  0.0240163  0.419078  2.85037  0.479513  -1.33627  0.220855  0.0376384  1.34833  -0.251472  -0.175332  -0.0408951  -0.181348  -0.251058  0.908336  0.576294  -0.308698  0.101613  -1.94852  0.674188  -0.311028  -0.0155635  0.0625972  1.81448  
6.59999  1.94522  -0.554241  0.017128  0.416111  2.87697  0.491412  -1.33303  0.220362  0.0413093  1.36517  -0.252129  -0.183009  -0.0386378  -0.178829  -0.238249  0.894806  0.579056  -0.304403  0.0974497  -1.93364  0.673209  -0.307997  -0.0157119  0.062549  1.8169  
6.64998  1.94169  -0.535266  0.00810921  0.412661  2.87068  0.503371  -1.32968  0.223097  0.0435701  1.3732  -0.252627  -0.19033  -0.0358082  -0.175931  -0.224404  0.881361  0.581437  -0.302295  0.0925372  -1.91889  0.67232  -0.304947  -0.0158752  0.062534  1.81941  
6.69997  1.93989  -0.518697  0.00729274  0.416681  2.8993  0.513286  -1.32709  0.225739  0.0445673  1.38567  -0.253074  -0.196271  -0.0339382  -0.173722  -0.211586  0.870537  0.583877  -0.299379  0.0915  -1.90773  0.672448  -0.302169  -0.0160446  0.0625872  1.82175  
6.75002  1.936  -0.496776  -0.00172315  0.406452  2.91105  0.527805  -1.32357  0.226692  0.045198  1.40074  -0.253613  -0.204212  -0.031663  -0.168583  -0.195291  0.855571  0.586764  -0.293117  0.0862956  -1.88812  0.670214  -0.298655  -0.0162568  0.062661  1.82464  
6.80001  1.9332  -0.47775  -0.00501891  0.406119  2.93797  0.539913  -1.32019  0.227328  0.0483848  1.40776  -0.254317  -0.210597  -0.0308098  -0.164816  -0.180716  0.842991  0.589447  -0.289827  0.084221  -1.8747  0.669151  -0.295306  -0.0164727  0.0628559  1.8271  
6.84998  1.93037  -0.459209  -0.00950944  0.402241  2.93135  0.551511  -1.31679  0.226774  0.0498876  1.42479  -0.254977  -0.21669  -0.029073  -0.160885  -0.167055  0.830731  0.592418  -0.285792  0.0827501  -1.85964  0.668133  -0.291954  -0.0166851  0.0630415  1.82953  
6.90001  1.92709  -0.441399  -0.0149549  0.397613  2.95175  0.563136  -1.31333  0.227899  0.0514807  1.4327  -0.25543  -0.22241  -0.026913  -0.15651  -0.153316  0.818486  0.595365  -0.282768  0.0807821  -1.84323  0.667029  -0.288752  -0.0168511  0.0631436  1.83159  
6.95001  1.92501  -0.42638  -0.0145341  0.382518  2.96402  0.572397  -1.31094  0.218799  0.0485348  1.44686  -0.255962  -0.227068  -0.0258152  -0.148779  -0.142251  0.808436  0.597991  -0.270465  0.0773044  -1.83292  0.665975  -0.285691  -0.0169828  0.0631165  1.83364  
6.99997  1.9242  -0.420292  -0.0128147  0.347937  2.96648  0.576042  -1.31  0.198245  0.0443523  1.44819  -0.256266  -0.228892  -0.0240332  -0.135256  -0.137672  0.804499  0.59916  -0.245344  0.0708222  -1.82839  0.666155  -0.283287  -0.0170217  0.0628525  1.83527  
7.04998  1.9242  -0.420292  -0.0128147  0.347937  2.96648  0.576042  -1.31  0.198245  0.0443523  1.44819  -0.256266  -0.228892  -0.0240332  -0.135256  -0.137672  0.804499  0.59916  -0.245344  0.0708222  -1.82839  0.666155  -0.283287  -0.0170217  0.0628525  1.83527  
7.09997  1.9242  -0.420292  -0.0128147  0.347937  2.96648  0.576042  -1.31  0.198245  0.0443523  1.44819  -0.256266  -0.228892  -0.0240332  -0.135256  -0.137672  0.804499  0.59916  -0.245344  0.0708222  -1.82839  0.666155  -0.283287  -0.0170217  0.0628525  1.83527  
7.15003  1.9242  -0.420292  -0.0128147  0.347937  2.96648  0.576042  -1.31  0.198245  0.0443523  1.44819  -0.256266  -0.228892  -0.0240332  -0.135256  -0.137672  0.804499  0.59916  -0.245344  0.0708222  -1.82839  0.666155  -0.283287  -0.0170217  0.0628525  1.83527  
7.20002  1.91095  -0.340575  -0.0229875  0.38202  3.02113  0.622203  -1.29619  0.218316  0.052003  1.50654  -0.261376  -0.252986  -0.0260354  -0.143242  -0.0787167  0.74795  0.616377  -0.270734  0.0787302  -1.76219  0.646849  -0.27363  -0.0179215  0.0633805  1.84636  
7.24997  1.90749  -0.325126  -0.0270953  0.364568  3.03479  0.630599  -1.29353  0.206642  0.0500323  1.5203  -0.262731  -0.257517  -0.0260471  -0.135103  -0.0664248  0.736595  0.620242  -0.259855  0.0771843  -1.75011  0.64821  -0.269329  -0.0183097  0.0638828  1.84993  
7.30001  1.90391  -0.309832  -0.0272744  0.345846  3.06258  0.638821  -1.29058  0.195536  0.0487382  1.5253  -0.264224  -0.261904  -0.0253098  -0.126947  -0.0527173  0.725761  0.623999  -0.244999  0.0731931  -1.73509  0.647854  -0.265114  -0.0186007  0.0640164  1.85357  
7.35001  1.89983  -0.292089  -0.0345449  0.359841  3.0655  0.647338  -1.28751  0.198162  0.0514279  1.54481  -0.265787  -0.266501  -0.0266071  -0.126699  -0.0369551  0.713452  0.62854  -0.253932  0.0783401  -1.71761  0.648485  -0.261308  -0.0188591  0.0641968  1.85653  
7.40004  1.89875  -0.286915  -0.0278015  0.316325  3.06984  0.647338  -1.28751  0.198162  0.0514279  1.54481  -0.265787  -0.266501  -0.0266071  -0.126699  -0.0369551  0.713452  0.62854  -0.253932  0.0783401  -1.71761  0.648485  -0.261308  -0.0188591  0.0641968  1.85653  
7.44997  1.89315  -0.265545  -0.045705  0.362743  3.09029  0.659848  -1.28271  0.191523  0.0511044  1.5656  -0.268709  -0.273259  -0.0272901  -0.12141  -0.0133557  0.69536  0.635164  -0.246106  0.0762077  -1.69364  0.644033  -0.255909  -0.0193615  0.0645149  1.86235  
7.5  1.88898  -0.251779  -0.0435477  0.33139  3.1027  0.66636  -1.28  0.184125  0.050959  1.58291  -0.270369  -0.276563  -0.0276161  -0.115103  0.000582945  0.685684  0.639029  -0.239191  0.076248  -1.68395  0.644564  -0.251779  -0.0197243  0.0648478  1.86607  
7.54998  1.88467  -0.237999  -0.0477101  0.329573  3.124  0.67247  -1.27722  0.178488  0.0516492  1.59245  -0.271636  -0.279424  -0.02647  -0.109554  0.0114377  0.676126  0.642909  -0.235396  0.0764515  -1.67171  0.644877  -0.247816  -0.0200523  0.0651241  1.86949  
7.59997  1.88013  -0.224582  -0.050915  0.321134  3.1374  0.678075  -1.2749  0.172648  0.0502142  1.60475  -0.272791  -0.282426  -0.0261692  -0.106441  0.0189411  0.667291  0.646559  -0.229914  0.0759007  -1.6575  0.644802  -0.244014  -0.0203379  0.0652995  1.87273  
7.64997  1.87583  -0.211474  -0.0549298  0.321797  -3.13444  0.683678  -1.2721  0.167953  0.0520948  1.61463  -0.273895  -0.285204  -0.0259588  -0.101699  0.0313987  0.658236  0.650192  -0.226647  0.0756184  -1.64472  0.644596  -0.240342  -0.0206049  0.0654387  1.87584  
7.70002  1.87094  -0.198443  -0.0591637  0.31345  -3.12135  0.689412  -1.26924  0.163804  0.0525028  1.6248  -0.275038  -0.287978  -0.0258612  -0.0977708  0.0411975  0.649318  0.653926  -0.222214  0.0759106  -1.63456  0.644217  -0.236762  -0.020861  0.0655353  1.87897  
7.75001  1.86561  -0.186218  -0.0636778  0.305652  -3.11357  0.694807  -1.2664  0.157984  0.0525881  1.6269  -0.276048  -0.290775  -0.024896  -0.0941804  0.0499525  0.640391  0.657865  -0.2183  0.0764241  -1.62321  0.643516  -0.233253  -0.0210979  0.0656049  1.88194  
7.80001  1.86561  -0.186218  -0.0636778  0.305652  -3.11357  0.694807  -1.2664  0.157984  0.0525881  1.6269  -0.276048  -0.290775  -0.024896  -0.0941804  0.0499525  0.640391  0.657865  -0.2183  0.0764241  -1.62321  0.643516  -0.233253  -0.0210979  0.0656049  1.88194  
7.84997  1.85455  -0.162667  -0.0679104  0.299625  -3.08912  0.707303  -1.26085  0.15752  0.0526041  1.64251  -0.278199  -0.29645  -0.0248905  -0.091397  0.0690664  0.623531  0.666066  -0.213182  0.0771967  -1.60538  0.63666  -0.228045  -0.0215273  0.0656905  1.88748  
7.9  1.84974  -0.153219  -0.0730821  0.295131  -3.08297  0.712672  -1.25873  0.15617  0.052498  1.65186  -0.279303  -0.299047  -0.0258163  -0.0899285  0.0772251  0.616092  0.669422  -0.213072  0.0777237  -1.59444  0.637894  -0.22458  -0.0217471  0.0658073  1.88996  
7.95003  1.84275  -0.140597  -0.0760666  0.284831  -3.06403  0.720299  -1.25644  0.152536  0.0496697  1.66458  -0.280709  -0.302706  -0.0249797  -0.0868565  0.0874824  0.606317  0.674521  -0.20599  0.0784721  -1.58128  0.636189  -0.220637  -0.0220515  0.0658852  1.89377  
7.99998  1.83627  -0.130408  -0.0818208  0.277456  -3.05492  0.728171  -1.25436  0.156084  0.0497126  1.67228  -0.282082  -0.30597  -0.0255669  -0.0854316  0.0971718  0.59793  0.678878  -0.203375  0.0792454  -1.57184  0.635716  -0.216893  -0.0223796  0.0660099  1.89767  
8.05001  1.83171  -0.123754  -0.0783628  0.258523  -3.05087  0.733072  -1.25391  0.144417  0.0427419  1.67894  -0.282929  -0.308217  -0.0236968  -0.0798646  0.103441  0.592488  0.681929  -0.189319  0.0749734  -1.5689  0.635316  -0.213476  -0.0226216  0.0659624  1.90117  
8.10003  1.82246  -0.110721  -0.0922015  0.265931  -3.03378  0.743765  -1.25306  0.156943  0.0417227  1.69562  -0.285009  -0.313093  -0.0268352  -0.0844114  0.115742  0.581822  0.688078  -0.197329  0.0822474  -1.55631  0.633136  -0.209655  -0.0229049  0.0659945  1.90486  
8.15001  1.81368  -0.0997337  -0.101358  0.261968  -3.02748  0.753068  -1.25277  0.159692  0.0379407  1.71001  -0.286863  -0.317615  -0.0277426  -0.0856696  0.126837  0.572946  0.693806  -0.195148  0.0861819  -1.54262  0.632543  -0.205983  -0.0232049  0.0661373  1.90824  
8.19998  1.80712  -0.0924193  -0.103281  0.249045  -3.0242  0.760454  -1.25222  0.160061  0.0371534  1.71993  -0.288334  -0.321277  -0.0280607  -0.0852337  0.134813  0.566572  0.69797  -0.188658  0.0851925  -1.53378  0.632878  -0.202608  -0.023466  0.0663108  1.91092  
8.24998  1.79898  -0.0830531  -0.107869  0.244866  -3.01401  0.768296  -1.25218  0.155829  0.032077  1.73254  -0.289864  -0.325784  -0.0274378  -0.085209  0.14338  0.559055  0.702902  -0.184354  0.0855758  -1.52334  0.631681  -0.199056  -0.0237628  0.0664686  1.91414  
8.30003  1.79065  -0.074507  -0.113976  0.238246  -3.00541  0.776572  -1.25185  0.159385  0.0310688  1.74523  -0.291331  -0.330441  -0.0278345  -0.08658  0.153764  0.551748  0.707993  -0.182163  0.088088  -1.5095  0.630346  -0.195463  -0.0240925  0.0666348  1.91773  
8.35002  1.78205  -0.0657769  -0.119453  0.2335  -2.99731  0.784073  -1.2518  0.156764  0.027869  1.76058  -0.293014  -0.335696  -0.028903  -0.0894177  0.161546  0.544458  0.71339  -0.178994  0.0904254  -1.49959  0.628942  -0.191907  -0.0244256  0.0667775  1.92146  
8.39996  1.77379  -0.0567843  -0.122557  0.229755  -2.9869  0.79144  -1.25097  0.156376  0.0290117  1.77198  -0.294728  -0.341442  -0.0294208  -0.0926674  0.16932  0.537365  0.71878  -0.175663  0.0917647  -1.49016  0.627639  -0.188497  -0.0247218  0.0668569  1.92498  
8.44997  1.76541  -0.0480204  -0.125814  0.223825  -2.97384  0.798564  -1.25013  0.153767  0.0273026  1.78392  -0.296176  -0.347112  -0.0284266  -0.0931312  0.178313  0.530691  0.724534  -0.170573  0.09388  -1.48283  0.626114  -0.185051  -0.0250215  0.0669306  1.92855  
8.5  1.75702  -0.0394025  -0.13003  0.219684  -2.96234  0.804944  -1.24945  0.15088  0.0257941  1.78989  -0.297437  -0.352875  -0.0279825  -0.0955075  0.187354  0.523734  0.730194  -0.169399  0.0955439  -1.47175  0.62467  -0.181568  -0.0253296  0.0670512  1.93199  
8.54998  1.74931  -0.0298465  -0.130312  0.219453  -2.94918  0.811519  -1.2484  0.149776  0.0261936  1.79862  -0.298942  -0.358917  -0.0289482  -0.0982359  0.196946  0.516477  0.735753  -0.167882  0.096503  -1.46355  0.623131  -0.178063  -0.0256521  0.0671824  1.93554  
